company_name,industry,job_title,skills_required,experience_level,employment_type,location,posted_date,company_size,tools_preferred,salary_min,salary_max
Martinez Group,Education,Quant Researcher,"LangChain, Keras, Python, FastAPI, R, C++",Senior,Full-time,"Gabriellaborough, HT",2025-08-23,Startup,"TensorFlow, KDB+, PyTorch",45887,128800
Weaver-Mcdonald,Tech,AI Product Manager,"Python, Power BI, GCP",Entry,Internship,"West Richard, SV",2024-10-26,Mid,LangChain,59665,114017
Cook-Jarvis,E-commerce,ML Engineer,"TensorFlow, Power BI, Scikit-learn, Python, GCP, SQL",Entry,Full-time,"Jayton, GB",2023-11-07,Large,LangChain,109287,149769
Moreno-Sanchez,Automotive,AI Researcher,"GCP, MLflow, TensorFlow",Mid,Internship,"Fosterville, TT",2024-09-14,Mid,"KDB+, BigQuery, Scikit-learn",116431,187700
Kline Group,Education,Computer Vision Engineer,"Flask, Scikit-learn, NumPy",Mid,Internship,"Lake Donaldstad, NP",2025-06-20,Mid,"PyTorch, MLflow, TensorFlow",126575,163610
Brown and Sons,Finance,AI Researcher,"NumPy, Reinforcement Learning, AWS, Power BI, PyTorch, SQL",Mid,Contract,"Lake Chris, AO",2024-01-13,Startup,"KDB+, MLflow, BigQuery",41897,72820
Quinn Group,Tech,Data Scientist,"Reinforcement Learning, GCP, TensorFlow, Pandas",Mid,Internship,"East Michael, UY",2024-09-05,Large,FastAPI,40844,100312
Mills-Mitchell,Finance,Data Scientist,"PyTorch, NumPy, MLflow",Entry,Full-time,"Bryantton, CO",2025-07-18,Large,"BigQuery, FastAPI",100222,147306
"Andrews, Sanchez and Carroll",Healthcare,Data Analyst,"Reinforcement Learning, Python, PyTorch, Keras",Mid,Internship,"Anthonyberg, DM",2024-08-22,Large,"LangChain, KDB+",140982,222224
Smith and Sons,Automotive,NLP Engineer,"PyTorch, NumPy, Power BI",Entry,Internship,"Meyermouth, GN",2023-12-26,Large,"KDB+, BigQuery",78788,132832
Smith-Hall,Tech,AI Researcher,"Flask, Keras, GCP, Power BI",Entry,Remote,"South Dustinbury, BY",2025-07-23,Large,KDB+,114070,148337
"Anderson, Tucker and Phillips",Healthcare,Data Scientist,"Scikit-learn, GCP, MLflow",Mid,Remote,"Jenniferborough, CO",2023-12-08,Large,"FastAPI, Scikit-learn, LangChain",76395,94209
Kirk-Meyers,Retail,Quant Researcher,"Scikit-learn, CUDA, Python",Entry,Full-time,"New Jose, ET",2024-03-15,Mid,"PyTorch, FastAPI",90605,115084
Bishop-Contreras,Tech,Computer Vision Engineer,"PyTorch, Excel, TensorFlow, Scikit-learn, Power BI",Mid,Internship,"South Ronaldfurt, BB",2024-06-07,Startup,"KDB+, LangChain",47724,147228
"Poole, Ramirez and Sims",Education,NLP Engineer,"Reinforcement Learning, MLflow, Scikit-learn, Flask, Python, FastAPI",Entry,Contract,"East David, BW",2024-04-04,Mid,"FastAPI, KDB+, LangChain",95581.5,151635
Sandoval Ltd,E-commerce,AI Researcher,"LangChain, Hugging Face, Scikit-learn, Flask, Reinforcement Learning, Excel",Mid,Remote,"Williamsville, EG",2023-09-29,Startup,"TensorFlow, PyTorch, Scikit-learn",96395,136894
Skinner Inc,Education,ML Engineer,"Keras, R, Power BI, LangChain",Entry,Contract,"Port James, BS",2024-07-13,Startup,KDB+,98076,190690
"Kelly, Pace and Rodriguez",Retail,Data Analyst,"Hugging Face, SQL, LangChain, Reinforcement Learning",Entry,Remote,"Esparzaberg, SY",2024-05-04,Mid,LangChain,134169,175155
Hunt-Phillips,Finance,ML Engineer,"PyTorch, Python, Azure, C++, GCP",Entry,Remote,"New Emily, DJ",2025-05-16,Large,"PyTorch, Scikit-learn, LangChain",132041,213587
Edwards-Jones,E-commerce,Computer Vision Engineer,"TensorFlow, C++, AWS, CUDA",Entry,Internship,"Stephanieside, KG",2024-02-25,Large,"KDB+, TensorFlow",60346,76165
"Williams, Glass and Benson",Finance,Data Scientist,"Flask, NumPy, C++, Keras, Power BI",Entry,Internship,"Matthewburgh, GB",2024-11-27,Large,"FastAPI, TensorFlow",129117,207452
"Jackson, Carrillo and Anderson",Healthcare,AI Researcher,"Scikit-learn, Azure, MLflow, LangChain, TensorFlow",Mid,Full-time,"Dustinborough, LT",2025-01-09,Large,PyTorch,119535,171930
Richardson and Sons,Automotive,NLP Engineer,"Excel, C++, MLflow, Pandas",Senior,Internship,"Lake Austin, AT",2025-02-06,Startup,PyTorch,79319,134930
"Weber, Thompson and Williams",Healthcare,Data Analyst,"GCP, MLflow, Reinforcement Learning, SQL, Azure, Scikit-learn",Entry,Full-time,"Valenciafort, RW",2025-05-17,Large,"PyTorch, TensorFlow",120828,200601
"Lee, Scott and Franco",Education,ML Engineer,"R, C++, FastAPI, Excel",Mid,Contract,"Shawnfurt, LK",2024-01-14,Mid,"KDB+, FastAPI",70609,83950
Wright Group,Finance,Quant Researcher,"Python, Hugging Face, R",Mid,Remote,"Josephville, MW",2025-03-09,Large,MLflow,95581.5,151635
Daniels and Sons,Tech,NLP Engineer,"TensorFlow, Python, AWS, Power BI, NumPy",Entry,Remote,"Shannonhaven, MY",2025-04-08,Startup,Scikit-learn,90926,181068
"Taylor, Hodges and Martinez",E-commerce,AI Product Manager,"Python, PyTorch, GCP, Keras, Azure, Flask",Mid,Full-time,"Charlesville, VA",2024-11-19,Large,"KDB+, BigQuery",64447,150120
Hanson-Weeks,Education,AI Product Manager,"GCP, SQL, Power BI, CUDA, AWS",Mid,Full-time,"Wilsonberg, PA",2025-04-14,Large,KDB+,121010,149594
Barton-Kirby,Automotive,ML Engineer,"GCP, TensorFlow, MLflow",Mid,Contract,"West Aliceberg, LV",2024-06-24,Large,PyTorch,117833,141489
Johnson Inc,Retail,AI Researcher,"SQL, Pandas, Excel",Entry,Internship,"Rioston, AF",2023-10-03,Large,"LangChain, KDB+",95581.5,151635
"Schmitt, James and Campbell",E-commerce,Computer Vision Engineer,"FastAPI, SQL, Pandas, TensorFlow, MLflow",Mid,Contract,"Port Joanne, AZ",2024-09-15,Large,"KDB+, TensorFlow, LangChain",74357,107271
Yates-Brown,Automotive,Quant Researcher,"PyTorch, Flask, Reinforcement Learning, Power BI",Entry,Full-time,"Port Samuel, IQ",2024-09-26,Large,"KDB+, LangChain",95581.5,151635
"James, Wagner and Johnson",Finance,Computer Vision Engineer,"Flask, AWS, Hugging Face",Entry,Contract,"Stevenmouth, MK",2025-05-23,Large,"TensorFlow, LangChain",145971,240361
Cummings-Reyes,Retail,AI Product Manager,"Hugging Face, Azure, CUDA, NumPy",Senior,Full-time,"Port Mindyborough, SI",2023-12-20,Mid,"PyTorch, FastAPI",58633,95916
Bishop Ltd,Retail,Computer Vision Engineer,"FastAPI, Keras, Hugging Face, Azure, NumPy",Senior,Internship,"Cartershire, DK",2023-11-07,Large,BigQuery,146101,170747
Daniels-Jones,Retail,Computer Vision Engineer,"TensorFlow, NumPy, CUDA, Python, AWS, Pandas",Entry,Full-time,"Olsontown, MK",2025-05-26,Large,MLflow,108220,173637
Reed-Wilson,E-commerce,Quant Researcher,"Scikit-learn, Reinforcement Learning, Pandas, Azure, R, GCP",Entry,Remote,"Edgarhaven, MX",2024-12-01,Large,TensorFlow,131341,220958
Smith-Moore,Healthcare,Data Analyst,"LangChain, Scikit-learn, Azure, Python, Pandas",Mid,Contract,"Gabrielport, TT",2024-03-04,Mid,"TensorFlow, KDB+",94305,136651
Briggs-House,Tech,Data Analyst,"GCP, Python, PyTorch, Excel, Power BI",Mid,Internship,"South Brandon, MG",2024-02-12,Large,"MLflow, LangChain",118072,133131
"Chen, Moore and Ray",Tech,Computer Vision Engineer,"R, LangChain, FastAPI, Reinforcement Learning, Pandas, GCP",Mid,Full-time,"Lewisville, SZ",2024-03-23,Startup,"LangChain, FastAPI",49623,89723
Torres-King,Healthcare,AI Researcher,"CUDA, MLflow, C++, Python, Power BI, NumPy",Entry,Internship,"East Bryanton, KP",2024-07-30,Large,FastAPI,89682,171002
"Johnson, Espinoza and Ali",Healthcare,AI Product Manager,"FastAPI, C++, R, TensorFlow, Reinforcement Learning",Mid,Contract,"Cynthialand, ZM",2025-04-20,Startup,PyTorch,124069,218603
Blackwell Ltd,Tech,Data Scientist,"TensorFlow, SQL, AWS, PyTorch, LangChain",Mid,Remote,"Stevenberg, SM",2023-10-19,Startup,PyTorch,95581.5,151635
Day-Mckee,Healthcare,Data Analyst,"LangChain, MLflow, Azure, Pandas",Entry,Internship,"Amytown, TD",2025-01-08,Large,KDB+,57934,125813
Ellis LLC,Retail,AI Researcher,"C++, R, CUDA, Pandas, Azure",Entry,Contract,"Lake Michaelberg, IN",2024-02-01,Mid,"BigQuery, Scikit-learn",40829,57416
Good-Gordon,Automotive,Data Scientist,"Keras, PyTorch, Flask",Entry,Internship,"South Anthonymouth, HR",2023-10-06,Large,KDB+,104387,170859
Taylor Ltd,Automotive,Quant Researcher,"Keras, SQL, PyTorch, Python, Pandas, Azure",Entry,Remote,"East Andrew, OM",2024-01-06,Mid,"MLflow, TensorFlow",129320,228375
Walker LLC,Finance,ML Engineer,"AWS, Scikit-learn, Azure, Python, TensorFlow, LangChain",Mid,Internship,"Port Matthew, VN",2025-09-11,Large,PyTorch,137419,167806
"Simpson, Davis and Higgins",Automotive,Computer Vision Engineer,"Flask, R, Excel",Entry,Full-time,"Cassidybury, MU",2024-01-31,Startup,LangChain,147739,162992
Simpson Group,Retail,AI Researcher,"TensorFlow, NumPy, FastAPI",Entry,Remote,"Arnoldmouth, NE",2025-02-14,Startup,"BigQuery, LangChain, MLflow",62811,122081
"Klein, Ward and Cooper",Retail,Data Scientist,"Reinforcement Learning, GCP, TensorFlow",Senior,Full-time,"Huntville, HN",2024-11-30,Large,"Scikit-learn, MLflow, LangChain",136329,162722
Horton-Collins,E-commerce,Data Scientist,"Azure, Excel, Power BI, SQL",Senior,Internship,"Georgemouth, UZ",2024-11-26,Large,Scikit-learn,103453,183004
"Johnson, Oconnell and Williams",Finance,AI Product Manager,"PyTorch, TensorFlow, SQL, LangChain, CUDA",Mid,Remote,"Lake Bradley, AU",2025-02-07,Large,"FastAPI, Scikit-learn",72972,126528
"Powers, Lewis and Stewart",E-commerce,NLP Engineer,"Flask, Azure, R",Senior,Full-time,"Andrewview, NA",2023-10-22,Large,PyTorch,82976,173654
"Foley, Green and Farley",E-commerce,Data Analyst,"Power BI, GCP, Hugging Face",Entry,Remote,"Port Ashlee, LI",2023-10-02,Startup,"Scikit-learn, BigQuery",131943,173682
Smith-Fernandez,Tech,AI Product Manager,"Excel, Hugging Face, R",Entry,Contract,"South Ruthview, CI",2025-08-05,Mid,"FastAPI, Scikit-learn, MLflow",82505,101984
"Smith, Tapia and Jones",Education,Quant Researcher,"NumPy, Power BI, LangChain, C++, Keras, SQL",Mid,Contract,"East Martin, GB",2024-03-24,Mid,KDB+,68140,81958
Sanchez Ltd,Retail,AI Product Manager,"SQL, LangChain, AWS, NumPy, Azure",Senior,Internship,"Port Anna, PG",2024-08-15,Startup,"Scikit-learn, BigQuery, MLflow",96190,108045
Floyd Ltd,Healthcare,Computer Vision Engineer,"Python, C++, NumPy, Reinforcement Learning, GCP",Mid,Internship,"Clarkefort, MD",2023-09-26,Large,"MLflow, TensorFlow",99962,156102
Clark-Holloway,Tech,Data Analyst,"Python, Reinforcement Learning, CUDA",Senior,Internship,"Karenland, AL",2023-12-21,Mid,"Scikit-learn, TensorFlow",83481,108793
Johnson Ltd,E-commerce,ML Engineer,"TensorFlow, Azure, LangChain, Flask, Excel",Mid,Contract,"Sosaview, CI",2024-01-21,Startup,Scikit-learn,64006,146071
Fox-Cochran,Finance,ML Engineer,"Azure, SQL, Reinforcement Learning, PyTorch, Hugging Face",Mid,Full-time,"South Marymouth, UG",2025-01-16,Startup,"LangChain, PyTorch",139090,189499
"Villarreal, Ellis and Crane",Education,NLP Engineer,"Flask, CUDA, FastAPI, Pandas, Excel",Mid,Full-time,"New Williamshire, LI",2025-04-12,Mid,"TensorFlow, BigQuery",128590,227043
"Fox, Davis and Houston",Finance,Quant Researcher,"C++, GCP, LangChain, PyTorch, FastAPI",Senior,Remote,"Gregoryborough, TN",2024-03-16,Large,"Scikit-learn, TensorFlow, KDB+",134084,221937
Nash-Perry,Tech,AI Researcher,"C++, PyTorch, Power BI",Entry,Full-time,"Thomasberg, MZ",2025-01-06,Large,MLflow,115909,139125
Murphy and Sons,Healthcare,AI Researcher,"Python, Reinforcement Learning, CUDA, Flask, Excel",Senior,Internship,"West Vernon, LA",2025-07-16,Startup,BigQuery,149070,195129
Bailey Inc,Tech,Quant Researcher,"R, C++, Hugging Face, Scikit-learn, Python, LangChain",Senior,Internship,"Johnsonburgh, HR",2024-09-03,Large,MLflow,97778,137738
Wright PLC,E-commerce,NLP Engineer,"FastAPI, NumPy, LangChain, Scikit-learn, Power BI",Senior,Internship,"South James, JM",2023-10-07,Mid,"MLflow, PyTorch",110485,197629
Grimes-Cruz,Healthcare,Data Analyst,"Scikit-learn, Hugging Face, LangChain",Entry,Contract,"West Nicolefurt, US",2024-10-03,Large,"PyTorch, KDB+, LangChain",145486,222351
"Spence, Mcconnell and Fleming",Automotive,Data Analyst,"AWS, PyTorch, C++, FastAPI",Senior,Full-time,"Garrettville, NR",2024-11-06,Large,"FastAPI, LangChain, MLflow",95581.5,151635
Rush Inc,Finance,AI Researcher,"Python, Scikit-learn, Pandas",Mid,Internship,"North Mary, BA",2025-02-24,Large,TensorFlow,126809,151152
Davis PLC,Automotive,Computer Vision Engineer,"C++, Pandas, NumPy, R",Entry,Full-time,"Lake Paulside, TH",2024-07-29,Mid,"BigQuery, LangChain",64760,118946
Beard Group,Retail,Data Scientist,"FastAPI, Scikit-learn, CUDA",Entry,Full-time,"Williamchester, BG",2025-06-19,Mid,"LangChain, KDB+, BigQuery",52280,123227
Johnson-Marshall,Healthcare,Data Analyst,"Reinforcement Learning, C++, GCP, AWS, FastAPI",Senior,Internship,"New Timothy, KG",2025-06-08,Startup,"Scikit-learn, FastAPI",68612,166635
Adams and Sons,Retail,AI Product Manager,"R, Hugging Face, Flask, NumPy, Keras, C++",Entry,Internship,"Duncanhaven, KH",2023-10-17,Mid,KDB+,138615,197243
"Baker, Lawson and Newton",E-commerce,AI Product Manager,"MLflow, TensorFlow, Power BI, CUDA, NumPy, PyTorch",Entry,Internship,"Perezstad, PW",2023-09-29,Startup,BigQuery,121197,202610
Chandler Group,Tech,AI Product Manager,"PyTorch, Scikit-learn, C++",Mid,Internship,"New Abigail, SD",2023-09-27,Large,MLflow,134410,177448
Hensley LLC,Healthcare,Quant Researcher,"Power BI, Hugging Face, NumPy, R, PyTorch, Keras",Entry,Internship,"Johnstad, CH",2023-11-28,Mid,KDB+,80993,138061
"Burke, Mitchell and Wright",Education,NLP Engineer,"Power BI, Hugging Face, Keras",Entry,Internship,"Flemingmouth, TM",2024-09-29,Large,"LangChain, TensorFlow, MLflow",77685,142876
Hernandez Ltd,Retail,AI Product Manager,"Flask, GCP, MLflow, Pandas",Mid,Full-time,"New Nicoleview, KM",2024-08-29,Startup,"BigQuery, PyTorch",125294,146737
Meadows and Sons,Healthcare,Data Analyst,"Pandas, Power BI, MLflow, Python, AWS",Entry,Internship,"New Michaelland, IR",2025-03-20,Startup,"MLflow, KDB+",127211,147416
Barr PLC,Healthcare,ML Engineer,"TensorFlow, LangChain, AWS",Senior,Internship,"New Chaseberg, PK",2024-05-27,Startup,"TensorFlow, KDB+, FastAPI",122827,192222
Marshall Inc,Healthcare,Data Scientist,"CUDA, Hugging Face, Python",Entry,Remote,"Port James, IE",2023-11-07,Mid,"FastAPI, PyTorch, TensorFlow",76718,113040
"Steele, Sherman and Liu",E-commerce,Data Scientist,"R, Python, LangChain, FastAPI",Entry,Full-time,"Stuartchester, PS",2025-05-15,Large,"BigQuery, FastAPI, PyTorch",69019,161590
"Crane, Johnson and Robinson",Automotive,AI Product Manager,"Keras, Excel, GCP",Entry,Remote,"Ericside, BI",2025-03-03,Startup,"KDB+, FastAPI, MLflow",118645,155704
Ferguson PLC,Automotive,Quant Researcher,"Reinforcement Learning, Excel, NumPy, PyTorch, Pandas, SQL",Entry,Internship,"Johnsonmouth, TN",2024-03-21,Large,"FastAPI, LangChain",92698,140658
Marshall Group,Healthcare,Data Analyst,"Pandas, Power BI, SQL",Senior,Internship,"Zacharyside, PG",2025-02-14,Large,"KDB+, LangChain",136382,182715
"Williams, Brown and Howard",Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Mid,Full-time,"Owensborough, GE",2024-08-22,Large,"LangChain, FastAPI, TensorFlow",149696,227014
"Miller, Waters and Clark",Education,ML Engineer,"Power BI, CUDA, AWS",Entry,Remote,"Lake John, CO",2023-12-21,Mid,"Scikit-learn, BigQuery, KDB+",71669,113847
Montgomery Inc,Healthcare,Data Analyst,"Flask, TensorFlow, C++",Senior,Internship,"West Coreyton, VE",2024-03-15,Large,"KDB+, FastAPI, PyTorch",119078,145795
Middleton and Sons,Healthcare,Data Scientist,"Scikit-learn, Python, Hugging Face, Pandas, Keras, MLflow",Entry,Full-time,"Lake Melissa, LY",2023-12-14,Mid,"BigQuery, MLflow",126591,151914
Allen Ltd,Tech,Quant Researcher,"LangChain, SQL, PyTorch, Excel",Mid,Internship,"Cantrellmouth, AE",2024-09-21,Mid,KDB+,121727,184486
Scott-Norris,Finance,NLP Engineer,"Python, MLflow, PyTorch, FastAPI",Senior,Full-time,"Lauramouth, FR",2025-02-13,Startup,"TensorFlow, FastAPI, KDB+",90376,118923
Ramos Ltd,Retail,Computer Vision Engineer,"Scikit-learn, Flask, PyTorch, SQL",Senior,Remote,"West Tyler, CN",2023-09-26,Large,"BigQuery, TensorFlow",132851,157092
Daniel-Williams,Tech,AI Researcher,"Keras, Pandas, AWS, SQL",Mid,Full-time,"West Raymondshire, SK",2025-07-22,Mid,BigQuery,134738,212228
Lowery-Henry,Healthcare,AI Researcher,"NumPy, Scikit-learn, SQL, LangChain, C++",Senior,Internship,"Jacobschester, KH",2024-04-03,Startup,"Scikit-learn, LangChain",107785,120214
"Gutierrez, Salazar and Rowe",Tech,Data Analyst,"MLflow, Keras, CUDA, FastAPI, Flask",Mid,Remote,"West Scott, ER",2023-12-07,Large,TensorFlow,125072,185338
Parker Ltd,E-commerce,Data Analyst,"Pandas, R, AWS, TensorFlow, NumPy, Reinforcement Learning",Mid,Internship,"West Amandafort, AR",2024-09-22,Startup,"FastAPI, TensorFlow",117423,185384
"Montes, Graham and Leach",Healthcare,Data Scientist,"LangChain, Power BI, Azure, C++, Scikit-learn, TensorFlow",Entry,Internship,"Lake Michelle, CH",2025-02-04,Startup,"Scikit-learn, BigQuery",82983,154304
"King, Stevens and Schmidt",Education,ML Engineer,"Power BI, LangChain, Python, Reinforcement Learning, TensorFlow, PyTorch",Senior,Internship,"Donnaton, AD",2024-06-04,Large,"Scikit-learn, MLflow",44946,127238
Barron-Zuniga,Tech,Data Analyst,"GCP, Keras, Flask",Senior,Internship,"Stevenstad, SD",2025-03-25,Large,KDB+,138174,196751
"Caldwell, Silva and Edwards",Tech,NLP Engineer,"SQL, Flask, Azure, LangChain",Entry,Internship,"Lake Keith, RO",2024-12-12,Mid,Scikit-learn,141056,174505
Bell and Sons,Retail,NLP Engineer,"SQL, Python, C++, MLflow, CUDA",Mid,Full-time,"Lake Kathy, HR",2023-12-14,Startup,PyTorch,56727,128729
Lee Inc,E-commerce,AI Researcher,"TensorFlow, PyTorch, LangChain",Mid,Internship,"Allenchester, NI",2025-04-23,Startup,KDB+,118148,188104
Schroeder Group,Education,AI Researcher,"C++, TensorFlow, AWS",Entry,Contract,"East Kevinfurt, CY",2024-04-26,Large,"PyTorch, MLflow",95581.5,151635
Fields PLC,Automotive,Data Scientist,"FastAPI, Excel, Pandas",Mid,Full-time,"South Bethhaven, BT",2024-10-24,Large,"Scikit-learn, TensorFlow",108653,184973
"Hawkins, Holland and Peters",Healthcare,Computer Vision Engineer,"FastAPI, PyTorch, Excel, SQL",Entry,Internship,"Lake Nicoleberg, FM",2024-03-10,Mid,PyTorch,89361,142061
Robertson and Sons,Healthcare,ML Engineer,"GCP, PyTorch, Power BI, TensorFlow",Entry,Contract,"East Christine, BW",2025-07-24,Large,"TensorFlow, MLflow",63877,154660
"Harrison, Marquez and Bailey",Healthcare,Data Scientist,"PyTorch, GCP, Reinforcement Learning, Excel, C++",Senior,Contract,"Nunezmouth, UY",2024-12-31,Startup,"MLflow, TensorFlow, BigQuery",126539,221782
Chen-Erickson,Finance,Data Scientist,"FastAPI, SQL, GCP, AWS",Senior,Internship,"Williamsmouth, GT",2024-12-06,Startup,"BigQuery, KDB+, PyTorch",148786,200150
Copeland-Mitchell,Finance,ML Engineer,"TensorFlow, Scikit-learn, Flask, NumPy, SQL, LangChain",Entry,Remote,"Bradleyport, AR",2024-08-13,Large,"Scikit-learn, PyTorch",119811,192662
"Marsh, Foster and Taylor",Retail,Quant Researcher,"NumPy, GCP, Flask, TensorFlow",Entry,Contract,"Kathyside, SK",2024-01-03,Large,LangChain,81526,98544
Benson PLC,Healthcare,AI Product Manager,"TensorFlow, PyTorch, Pandas, Excel, Scikit-learn, MLflow",Senior,Contract,"West Angelastad, FJ",2025-05-08,Startup,"MLflow, KDB+",121033,138940
"Williams, Thomas and Mueller",Education,Data Analyst,"Flask, Keras, GCP, Python, R, C++",Mid,Internship,"New Stacybury, UZ",2024-07-29,Startup,PyTorch,72934,95192
"Bartlett, Hodge and Jones",Tech,Quant Researcher,"Pandas, FastAPI, PyTorch, CUDA, Azure",Mid,Full-time,"Lake Jordan, GD",2024-02-01,Startup,"FastAPI, TensorFlow, KDB+",44039,63263
Baldwin LLC,Healthcare,AI Product Manager,"Keras, Azure, Excel, MLflow, FastAPI, Hugging Face",Entry,Remote,"Comptonstad, UA",2025-03-14,Mid,"Scikit-learn, BigQuery, FastAPI",95581.5,151635
Mcbride Inc,Tech,Computer Vision Engineer,"TensorFlow, SQL, NumPy, Flask, Scikit-learn, Hugging Face",Entry,Contract,"Lake Joshuabury, LB",2024-09-27,Mid,"BigQuery, Scikit-learn, PyTorch",118416,199499
Colon LLC,E-commerce,AI Product Manager,"Reinforcement Learning, Pandas, AWS, PyTorch, Azure, C++",Entry,Remote,"Lake Brian, ZM",2024-07-11,Startup,"LangChain, BigQuery, KDB+",65640,83693
"Ashley, Boone and Stein",Education,Computer Vision Engineer,"Hugging Face, FastAPI, GCP, Pandas, SQL",Mid,Contract,"Jasminville, SA",2024-05-31,Startup,"Scikit-learn, LangChain",81177,94986
"Wilson, Taylor and Watts",Tech,Computer Vision Engineer,"NumPy, Python, Excel",Mid,Internship,"Lake Edward, IE",2024-12-16,Startup,"BigQuery, MLflow, LangChain",103151,196428
Hodge-Fernandez,Automotive,Computer Vision Engineer,"Hugging Face, LangChain, Azure, C++",Entry,Internship,"New Alanville, BB",2023-12-08,Startup,"TensorFlow, FastAPI, PyTorch",95581.5,151635
